titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
PREGUNTAS Y RETOS ESTUPIDOS #2,"Like para acabar con el dragon quema-limones 4K! Cada like cuenta como una espada!

Y FAP SI SEPTIEMBRE RIMA CON TRIMEMBRE

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-28T19:26:57Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'preguntas', 'preguntas y respuestas', 'responde', 'el rubius responde', 'reto', 'retos', 'challenge', 'illuminati', 'iluminati', 'beatbox', 'twitter', 'gente', 'raro', 'raras', 'musica', 'cancion', 'rap', 'rapido', 'rapeando', 'leche']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,40608010,1746341,0,74119,0,PT7M33S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
FREDDY HA VUELTO,"Like si quieres que sigan desarrollando este juego! Puede ser brutal D:!

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-21T19:22:10Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'tjoc', 'tjoc r', 'fnaf', 'five nights at freddys', 'freddy', 'freddys', 'five nights', 'bonnie', 'chica', 'five nights at freddys 2016', '2016', 'foxy', 'nuevo', 'new game', 'juego nuevo', 'indie', 'fan', 'elrubius fnaf', 'fnaf 2016']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11998235,621787,0,35755,0,PT8M40S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
SIMULADOR DE CHEF EN REALIDAD VIRTUAL (HTC VIVE),"Like por mi ingrediente especial-alcoholico ( ͡° ͜ʖ ͡°) No se lo digais a nadie que me denunsian.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-18T18:57:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'htc', 'htc vive', 'vr', 'rv', 'realidad virtual', 'cocinero', 'chef', 'cocina', 'comida', 'simulador', 'simulator', 'job simulator', 'hd', '4k', 'mejor', 'best', 'htc vive español', 'vino', 'vinito', 'reaccion', 'oculus', 'oculus rift 2016', '2016', 'nuevo', 'new']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,21383245,621725,0,19373,0,PT12M34S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
VAMO A CALMARNO PORFAVO | Until Dawn [#2],"Like si crees que todos van a morir por mi culpa D:

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-16T18:16:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'until dawn', 'until', 'dawn', 'ps4', 'hd', 'parte 2', 'dos', 'salseo', 'vamo a calmarno', 'montaña', 'miedo', 'terror', '2016', 'serie', 'capitulo']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6033758,294180,0,23982,0,PT30M11S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LA CASA DEL SALSEO | Until Dawn,"Like si quieres el siguiente capitulo esta semana! :D 

Como digo en el video, esta partida será unica por las decisiones que tomaré, PROBABLEMENTE MUERA MUCHA GENTE A MIS MANOS, asi que avisados estais :v Si veis a alguien haciendo spoilers en los comentarios, reportadlo y dadle un voto negativo para que no lo vea otra gente.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-11T20:42:21Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'until dawn', 'until', 'dawn', 'salseo', 'chicas', 'chica', 'mujer', 'mujeres', 'historia', 'serie', 'capitulo', 'parte 1', 'uno', 'mejor', '2016', 'bug', 'ps4', 'hd', 'full hd']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6099186,424858,0,22618,0,PT17M8S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
"Pokemon HEYEYEYEAH ft. Narehop - (Parodia ""Hey Yea Yea Yea Ye"")","Like para mas canciones! :D Y fap por mi voz angelical.
Animacion 10/10 by Narehop: https://www.youtube.com/user/Narehop
Letra:

Me he pasado la liga Pokemon entera
Y ahora quiero, mi Masterball
Profesor Oak, damela ya.
La necesito para cazar Legendarios
Para ser el mejor, ENTRENADOR
Asi que por favor, damela ya.

Y dije: 
HEYEYEYEYEYE x2

PROFESOR! Damela ya

Y dije:

HEYEYEYEYEYE x2

Profesor, damela ya.

Y se la di!
Dios mio que emocion, 
creo que voy a llorar...
Lugia será mia.

Y corrió!

Corri a cazarlo, 
al correr me resbale,
y se cayo encima de un Caterpie.

Y dije:
HEYEYEYEYEYEx2

PROFESOR! Dame una mas.

Lugia: Nooooo llooooreeees maaaaas.

PROFESOR! Dame una mas :(

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-09T18:32:04Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'pokemon', 'cancion', 'heyeyeyeah', 'heyeyeah', 'hey yea yea yea', 'parodia', 'animacion', 'animado', 'dibujo', 'dibujos', 'pokemon elrubius', 'caterpie', 'masterball', 'narehop', 'mejor', 'wtf']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,32906229,1070147,0,60080,0,PT2M25S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
ENCERRADO CON EL HOMBRE DEL SACO | Boogeyman,"Like por la pose DI-VI-NA de Boogey. Y fap para moaaaarararaARARAR *explota*

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-04-01T19:35:57Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'boogeyman', 'hombre del saco', 'saco', 'miedo', 'terror', 'sustos', 'nuevo', '2016']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9483497,418562,0,17181,0,PT12M14S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
PREGUNTADME COSAS HUMANOS | Epic Directo,"Enviadme preguntas con #PreguntaRabos :D
Directo en diferido del dia 29 de Marzo respondiendo a vuestras preguntas de twitter y hablando de la laif.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-29T21:17:15Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'directo', 'epic directo', 'directo preguntas', 'preguntas', 'respuestas', 'respondiendo', 'hablando', 'cancion', 'canciones', 'dj']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,4760473,320340,0,30806,0,PT1H10M59S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
"ULTRA, DEPILACION DE PEZON Y DURMIENDO CON MANGEL | Epic Vlog","Like si crees que mis pezones han quedado divinos de la muerte.

Musica de Spinnin: https://www.youtube.com/user/SpinninRec

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-23T21:18:46Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'epic vlog', 'vlog', 'blog', 'ultra', 'miami', 'ultra 2016', 'musica', 'festival', 'cancion', 'edm', 'electronica', 'ultra music festival', 'mangel', 'rubelangel', 'oliver', 'oliver heldens', 'spinnin', 'depilacion', 'depilandose', 'pelos', 'habitacion', 'cama']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,23564082,903432,0,52915,0,PT15M6S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
EL MALDITO CABEZA PIÑA | Mario Kart 8,"Like por los 17 Millones de criaturitas! :D Os quiero casiguapos y casiguapas. Gracias por estar ahi todos los dias (L)

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-19T20:11:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'mario', 'kart', 'mario kart', 'super mario', 'carreras', 'mario kart elrubius', 'coches', 'link', 'zelda', 'nuevo', 'dlc', 'nintendo', '2016', 'mejor', '200', 'dificil']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10560688,425019,0,23396,0,PT13M57S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
SOY MAS INTELIGENTE QUE UN MONO?,"Like si traeras un platano a la ceremonia.

ME MUERO POR CONOCEEERTE NINOINIONOINOINOOOO

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-15T21:15:59Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'trollbot', 'bot', 'troll bot', 'inteligencia', 'inteligencia artificial', 'robot', 'robots', 'cancion', 'musica', 'ia', 'ai', 'cleverbot', 'chat', 'chateando', 'pelea', 'mono', 'monos', 'chimpance']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,13630562,668602,0,34779,0,PT8M54S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
DIEGO NO BUSCA AMISTAD | Far Cry Primal,"Like si crees que esa mujer se pierde un macho alfa como yo por ser demasiado tiquismiquis.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-12T22:55:47Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'far cry', 'far cry primal', 'episodio 3', 'tres', 'nuevo', '2016', 'gameplay', 'gaemplay español', '1080', 'hd', 'mejor', 'diego', 'animal', 'caza', 'cazando', 'lobo', 'tigre', 'ice age']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9223644,324392,0,14681,0,PT13M48S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
YOSHI CONTRA EL MUNDO | Mario Kart 8,"Like si crees que le he jodido la felicidad a Toad para el resto de su vida.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-09T21:22:22Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'mario', 'super mario', 'mario kart', 'mario kart 8', 'wii', 'wii u', 'kart', 'coche', 'coches', 'carreras', 'carrera', 'dibujos', 'yoshi']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12192342,656999,0,21651,0,PT14M32S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
TERROR A OTRO P#TO NIVEL,"Like si crees que ya se estan pasando con los bebes lloricas. BASTA YA POR DIOS
Juego: Continuously
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-06T20:10:53Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'terror', 'horror', 'miedo', 'terror a otro nivel', 'otro nivel', 'terror fuerte', 'sonidos', 'grito', 'gritos', 'susto', 'sustos', 'mejor', 'mejores', 'continuously', 'cuntinuosly', 'juego de miedo', '2016', 'nuevo']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11000609,618074,0,39660,0,PT14M39S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
SI TE MUEVES MUERES | SUPERHOT,"LIke si crees que SUPER-HOT... SUPER-HOT... SUPER-BUENOCALLATEYAPOFAVOR

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-04T20:04:19Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', '`superhot', 'super hot', 'matrix', 'camara lenta', 'lento', 'rapido', 'fps', 'shooter', '2016', 'nuevo', 'new', 'videos de risa']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,9680773,470261,0,14660,0,PT11M36S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
MI PRIMER TATUAJE Y UNBOXING FRIKI 2!,"Like si te caen bien las tortugas. PD: VAMOS A VER, QUERIA DECIR QUE MI PIEL ES MAS BLANCA DE LO NORMAL Y POR ESO SE NOTA MAS EL TATUAJE. A veces no se expresarme bien cojoneh.
Descuento 10% en Lootcrate aqui! https://www.lootcrate.com/rubius o usando el codigo ""rubius""

Gracias a Lootcrate por patrocinar este video!

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-03-02T20:38:52Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'nuevo tatuaje', 'tatuaje', 'tattoo', 'tatto', 'skyrim', 'unboxing', 'unboxing friki', 'lootcrate', 'caja', 'mensual', 'mes', 'friki', 'far cry', 'cancion', 'significado']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,12977867,602206,0,29902,0,PT7M29S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
FACE SWAP CHALLENGE by Rubius,"Like si no quieres que ese bebe se acerque a tu familia. MI LIBRO.

Mucho amor para los Youtubers que salen en este video (L) 

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-02-27T21:58:24Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'face swap', 'faceswap', 'cambio de cara', 'caras', 'cara', 'movil', 'app', 'aplicacion', 'mejor', 'editado', 'imitando', 'youtubers', 'willyrex', 'dross', 'vegetta', 'fernanfloo', 'mangel', 'alexby', 'el rubius', 'challenge', 'reto']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,26610020,1545967,0,41659,0,PT4M20S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
FIESTA DE SANGRE | Yandere Simulator,"Like si crees que HA PERDIDO LA CABEZA. LITERALMENTE JAJA. Lo pillais...? Por que... Se la he cortado... Emmm... Ok.

Y fap para moaaaar Yandere (L)

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/Elrubi...
Google+: https://plus.google.com/u/0/b/1178422...
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2016-02-22T20:57:33Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'yandere', 'yandere chan', 'yandere simulator', 'simulator', 'atencion', 'peligro', 'ritual', 'cuerpo', 'cortar', 'cuchillo', 'motosierra', 'club', 'clase', 'colegio', 'escuela', 'senpai', 'sangre']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,14660401,535144,0,21171,0,PT13M15S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
